SCell CellID,Lon,Lat
121952305,105.441,28.8904
121952306,105.441,28.8904
121952307,105.441,28.8904
121952561,105.404339,28.875428
121952562,105.404339,28.875428
121952817,105.42675,28.89562
121952818,105.42675,28.89562
121952819,105.42675,28.89562
121953073,105.446,28.8918
121953074,105.446,28.8918
121953075,105.446,28.8918
121953329,105.447,28.9072
121953330,105.447,28.9072
121953331,105.447,28.9072
121953585,105.79887,28.0467
121953586,105.79887,28.0467
121953587,105.79887,28.0467
121953841,105.81282,28.04161
121953842,105.81282,28.04161
121953843,105.81282,28.04161
121954097,105.8371445,28.80842377
121954098,105.8371445,28.80842377
121954099,105.8371445,28.80842377
121954353,105.8349292,28.8081858
121954354,105.8349292,28.8081858
121954355,105.8349292,28.8081858
121954609,105.82465,28.81757
121954610,105.82465,28.81757
121954611,105.82465,28.81757
121954865,105.369604,29.152086
121954866,105.369604,29.152086
121954867,105.369604,29.152086
121955121,105.37392,29.15013
121955122,105.37392,29.15013
121955123,105.37392,29.15013
121955377,105.37136,28.77454
121955378,105.37136,28.77454
121955379,105.37136,28.77454
121955633,105.43575,28.17105
121955634,105.43575,28.17105
121955635,105.43575,28.17105
121955889,105.416168,28.91345
121955890,105.416168,28.91345
121955891,105.416168,28.91345
121956145,105.394,28.8481
121956146,105.394,28.8481
121956147,105.394,28.8481
121956148,105.394,28.8481
121956149,105.394,28.8481
121956150,105.394,28.8481
121956657,105.38007,28.84205
121956658,105.38007,28.84205
121956659,105.38007,28.84205
121956913,105.41515,28.84278
121956914,105.41515,28.84278
121956915,105.41515,28.84278
121956917,105.41515,28.84278
121957169,105.4238976,28.83231178
121957170,105.4238976,28.83231178
121957171,105.4238976,28.83231178
121957425,105.587807,28.9219417
121957426,105.587807,28.9219417
121957427,105.587807,28.9219417
121957937,105.42548,28.85803
121957938,105.42548,28.85803
121957939,105.42548,28.85803
121958193,105.4344,28.85495
121958194,105.4344,28.85495
121958195,105.4344,28.85495
121958449,105.4509016,28.8878648
121958450,105.4509016,28.8878648
121958451,105.4509016,28.8878648
121958705,105.41634,28.83606
121958706,105.41634,28.83606
121958707,105.41634,28.83606
121958708,105.41634,28.83606
121958709,105.41634,28.83606
121958710,105.41634,28.83606
121958711,105.41634,28.83606
121958961,105.4326,28.85474
121958962,105.4326,28.85474
121958963,105.4326,28.85474
121958965,105.4326,28.85474
121959217,105.440614,28.857652
121959218,105.440614,28.857652
121959219,105.440614,28.857652
121959729,105.40895,28.83672
121959730,105.40895,28.83672
121959731,105.40895,28.83672
121959732,105.40895,28.83672
121959733,105.40895,28.83672
121959734,105.40895,28.83672
121960241,105.415185,28.8807617
121960242,105.415185,28.8807617
121960243,105.415185,28.8807617
121960497,105.439,28.8591
121960498,105.439,28.8591
121960499,105.439,28.8591
121960753,105.42377,28.8396
121960754,105.42377,28.8396
121960755,105.42377,28.8396
121961265,105.46425,28.89197
121961266,105.46425,28.89197
121961267,105.46425,28.89197
121961521,105.424,28.8491
121961522,105.424,28.8491
121961523,105.424,28.8491
121961777,105.441217,28.865102
121961778,105.441217,28.865102
121961779,105.441217,28.865102
121961780,105.441217,28.865102
121961782,105.441217,28.865102
121961783,105.441217,28.865102
121962033,105.40752,28.87742
121962034,105.40752,28.87742
121962035,105.40752,28.87742
121962289,105.4518302,28.8807805
121962290,105.4518302,28.8807805
121962291,105.4518302,28.8807805
121962545,105.42475,28.882502
121962546,105.42475,28.882502
121962547,105.42475,28.882502
121962801,105.39368,28.8308274
121962802,105.39368,28.8308274
121962803,105.39368,28.8308274
121963057,105.4100245,28.8938145
121963058,105.4100245,28.8938145
121963059,105.4100245,28.8938145
121963313,105.42222,28.89111
121963314,105.42222,28.89111
121963315,105.42222,28.89111
121963316,105.41625,28.891897
121963569,105.42694,28.91389
121963570,105.42694,28.91389
121963571,105.42694,28.91389
121963825,105.4336934,28.9179445
121963826,105.4336934,28.9179445
121963827,105.4336934,28.9179445
121964081,105.48315,28.87828
121964082,105.48315,28.87828
121964083,105.48315,28.87828
121964337,105.4766,28.8916
121964338,105.4766,28.8916
121964339,105.4766,28.8916
121964593,105.57088,28.8836
121964594,105.57088,28.8836
121964595,105.57088,28.8836
121964849,105.40015,28.926943
121964850,105.40015,28.926943
121964851,105.40015,28.926943
121964852,105.40015,28.926943
121964853,105.40015,28.926943
121964854,105.40015,28.926943
121965361,105.54302,28.86957
121965362,105.54302,28.86957
121965363,105.54302,28.86957
121965617,105.483,28.8784
121965618,105.483,28.8784
121965619,105.483,28.8784
121966129,105.80325,28.0441
121966130,105.80325,28.0441
121966131,105.80325,28.0441
121966385,105.80895,28.04249
121966386,105.80895,28.04249
121966387,105.80895,28.04249
121966641,105.79001,28.045027
121966642,105.79001,28.045027
121966643,105.79001,28.045027
121966897,105.80965,28.04474
121966898,105.80965,28.04474
121966899,105.80965,28.04474
121967153,105.82411,28.04201
121967154,105.82411,28.04201
121967155,105.82411,28.04201
121967156,105.82411,28.04201
121967409,105.78352,28.05071
121967410,105.78352,28.05071
121967411,105.78352,28.05071
121967412,105.78352,28.05071
121967413,105.78352,28.05071
121967414,105.78352,28.05071
121967665,105.80427,28.03777
121967666,105.80427,28.03777
121967667,105.80427,28.03777
121967921,105.81402,28.04281
121967922,105.81402,28.04281
121967923,105.81402,28.04281
121968177,105.818,28.0432
121968178,105.818,28.0432
121968179,105.818,28.0432
121968182,105.818,28.0432
121968433,105.80557,28.04501
121968434,105.80557,28.04501
121968435,105.80557,28.04501
121968689,105.82846,28.0389
121968690,105.82846,28.0389
121968691,105.82846,28.0389
121968693,105.82846,28.0389
121968945,105.79072,28.047895
121968946,105.79072,28.047895
121968947,105.79072,28.047895
121969201,105.77776,28.054648
121969202,105.77776,28.054648
121969203,105.77776,28.054648
121969457,105.81479,28.04566
121969458,105.81479,28.04566
121969459,105.81479,28.04566
121969461,105.81479,28.04566
121969713,105.81707,28.03622
121969714,105.81707,28.03622
121969715,105.81707,28.03622
121969716,105.81707,28.03622
121969969,105.80989,28.03744
121969970,105.80989,28.03744
121969971,105.80989,28.03744
121969973,105.80989,28.03744
121969974,105.80989,28.03744
121970225,105.80495,28.04927
121970226,105.80495,28.04927
121970227,105.80495,28.04927
121970481,105.8195,28.0456
121970482,105.8195,28.0456
121970483,105.8195,28.0456
121970737,105.82218,28.04448
121970738,105.82218,28.04448
121970739,105.82218,28.04448
121970741,105.82218,28.04448
121970993,105.81547,28.03974
121971249,105.817708,28.040845
121971250,105.817708,28.040845
121971251,105.817708,28.040845
121971505,105.831331,28.043915
121971506,105.831331,28.043915
121971507,105.831331,28.043915
121971761,105.7934555,28.83259697
121971762,105.7934555,28.83259697
121971763,105.7934555,28.83259697
121971765,105.7934555,28.83259697
121972017,105.8288355,28.8108861
121972018,105.8288355,28.8108861
121972019,105.8288355,28.8108861
121972273,105.82378,28.81596
121972274,105.82378,28.81596
121972275,105.82378,28.81596
121972529,105.83793,28.79436
121972530,105.83793,28.79436
121972531,105.83793,28.79436
121972785,105.8309037,28.81490122
121972786,105.8309037,28.81490122
121972787,105.8309037,28.81490122
121973041,105.83501,28.8118
121973042,105.83501,28.8118
121973043,105.83501,28.8118
121973297,105.84094,28.80465
121973298,105.84094,28.80465
121973299,105.84094,28.80465
121973553,105.82378,28.82019
121973554,105.82378,28.82019
121973555,105.82378,28.82019
121973809,105.8336976,28.80923024
121973810,105.8336976,28.80923024
121973811,105.8336976,28.80923024
121974065,105.8342117,28.80592487
121974066,105.8342117,28.80592487
121974067,105.8342117,28.80592487
121974321,105.82926,28.80568
121974322,105.82926,28.80568
121974323,105.82926,28.80568
121974577,105.83025,28.81778
121974578,105.83025,28.81778
121974579,105.83025,28.81778
121974833,105.836943,28.804836
121974834,105.836943,28.804836
121974835,105.836943,28.804836
121975089,105.82347,28.81412
121975090,105.82347,28.81412
121975091,105.82347,28.81412
121975345,105.81602,28.82553
121975346,105.81602,28.82553
121975347,105.81602,28.82553
121975601,105.829245,28.816817
121975602,105.829245,28.816817
121975603,105.829245,28.816817
121975857,105.85272,28.80057
121975858,105.85272,28.80057
121975859,105.85272,28.80057
121976113,105.83013,28.80867
121976114,105.83013,28.80867
121976115,105.83013,28.80867
121976369,105.82482,28.81283
121976370,105.82482,28.81283
121976371,105.82482,28.81283
121976626,105.83665,28.80226
121976627,105.83665,28.80226
121976881,105.8321247,28.81232732
121976882,105.8321247,28.81232732
121977137,105.8211,28.8221
121977138,105.8211,28.8221
121977139,105.8211,28.8221
121977393,105.8283,28.81905
121977394,105.8283,28.81905
121977395,105.8283,28.81905
121977649,105.821,28.8192
121977650,105.821,28.8192
121977651,105.821,28.8192
121977905,105.8267884,28.82150689
121977906,105.8267884,28.82150689
121977907,105.8267884,28.82150689
121978161,105.84654,28.80069
121978162,105.84654,28.80069
121978163,105.84654,28.80069
121978165,105.84654,28.80069
121978168,105.84654,28.80069
121978417,105.82778,28.8075
121978418,105.82778,28.8075
121978419,105.82778,28.8075
121978673,105.38801,28.8664
121978674,105.38801,28.8664
121978675,105.38801,28.8664
121978929,105.41076,28.83212
121978930,105.41076,28.83212
121978931,105.41076,28.83212
121979185,105.43003,28.83758
121979186,105.43003,28.83758
121979187,105.43003,28.83758
121979441,105.4023,28.8375
121979442,105.4023,28.8375
121979443,105.4023,28.8375
121979697,105.36367,28.82484
121979698,105.36367,28.82484
121979699,105.36367,28.82484
121979953,105.39532,28.86531
121979954,105.39532,28.86531
121979955,105.39532,28.86531
121980209,105.408744,28.856179
121980210,105.408744,28.856179
121980211,105.408744,28.856179
121980465,105.455,28.8587
121980466,105.455,28.8587
121980467,105.455,28.8587
121980721,105.398793,28.876517
121980722,105.398793,28.876517
121980723,105.398793,28.876517
121980977,105.401402,28.890821
121980978,105.401402,28.890821
121980979,105.401402,28.890821
121981489,105.39444,28.885627
121981490,105.39444,28.885627
121981491,105.39444,28.885627
121981745,105.396798,28.898664
121981746,105.396798,28.898664
121981747,105.396798,28.898664
121982001,105.4331827,28.8569048
121982002,105.4331827,28.8569048
121982003,105.4331827,28.8569048
121982257,105.43245,28.86139
121982258,105.43245,28.86139
121982259,105.43245,28.86139
121982513,105.447379,28.849807
121982514,105.447379,28.849807
121982515,105.447379,28.849807
121982769,105.48357,28.86399
121982770,105.48357,28.86399
121982771,105.48357,28.86399
121983025,105.46401,28.8679
121983026,105.46401,28.8679
121983027,105.46401,28.8679
121983281,105.443,28.8312
121983282,105.443,28.8312
121983283,105.443,28.8312
121983537,105.4389,28.8362
121983538,105.4389,28.8362
121983539,105.4389,28.8362
121983793,105.437,28.8507
121983794,105.437,28.8507
121983795,105.437,28.8507
121984049,105.363503,28.899047
121984050,105.363503,28.899047
121984051,105.363503,28.899047
121984305,105.443766,28.846898
121984306,105.443766,28.846898
121984308,105.443766,28.846898
121984309,105.443766,28.846898
121984561,105.4667,28.8727
121984562,105.4667,28.8727
121984563,105.4667,28.8727
121984817,105.383792,28.832157
121984818,105.383792,28.832157
121984819,105.383792,28.832157
121985073,105.4618771,28.8826192
121985074,105.4618771,28.8826192
121985075,105.4618771,28.8826192
121985076,105.459921,28.876172
121985329,105.4735,28.8629
121985330,105.4735,28.8629
121985331,105.4735,28.8629
121985585,105.4051,28.8276
121985586,105.4051,28.8276
121985587,105.4051,28.8276
121985841,105.39,28.849
121985842,105.39,28.849
121985843,105.39,28.849
121985844,105.39,28.849
121985845,105.39,28.849
121985846,105.39,28.849
121985847,105.39,28.849
121985849,105.39,28.849
121986097,105.446234,28.93408
121986098,105.446234,28.93408
121986099,105.446234,28.93408
121986353,105.4695,28.91996
121986354,105.4695,28.91996
121986355,105.4695,28.91996
121986356,105.4695,28.91996
121986609,105.49505,28.89995
121986610,105.49505,28.89995
121986611,105.49505,28.89995
121986865,105.50747,28.89119
121986866,105.50747,28.89119
121986867,105.50747,28.89119
121987121,105.46338,28.91835
121987122,105.46338,28.91835
121987123,105.46338,28.91835
121987377,105.3404483,29.0095939
121987378,105.3404483,29.0095939
121987379,105.3404483,29.0095939
121987633,105.47144,28.92437
121987634,105.47144,28.92437
121987635,105.47144,28.92437
121987889,105.47701,28.92301
121987890,105.47701,28.92301
121987891,105.47701,28.92301
121988145,105.4673,28.9267
121988146,105.4673,28.9267
121988147,105.4673,28.9267
121988401,105.45639,28.92833
121988402,105.45639,28.92833
121988403,105.45639,28.92833
121988657,105.48698,28.90326
121988658,105.48698,28.90326
121988913,105.5287,28.88736
121988914,105.5287,28.88736
121988915,105.5287,28.88736
121989169,105.4994,28.88958
121989170,105.4994,28.88958
121989171,105.4994,28.88958
121989425,105.4932,28.8862
121989426,105.4932,28.8862
121989427,105.4932,28.8862
121989681,105.4985624,28.8933414
121989682,105.4985624,28.8933414
121989683,105.4985624,28.8933414
121989937,105.4993,28.88619
121989938,105.4993,28.88619
121989939,105.4993,28.88619
121990193,105.45215,28.98636
121990194,105.45215,28.98636
121990195,105.45215,28.98636
121990449,105.474,28.9286
121990450,105.474,28.9286
121990451,105.474,28.9286
121990961,105.50389,28.88361
121990962,105.50389,28.88361
121990963,105.50389,28.88361
121991217,105.49863,28.88424
121991218,105.49863,28.88424
121991219,105.49863,28.88424
121991473,105.46,28.9235
121991474,105.46,28.9235
121991475,105.46,28.9235
121991729,105.49174,28.89915
121991730,105.49174,28.89915
121991731,105.49174,28.89915
121991985,105.51039,28.8851
121991986,105.51039,28.8851
121991987,105.51039,28.8851
121992241,105.507144,28.887469
121992242,105.507144,28.887469
121992243,105.507144,28.887469
121992497,105.47167,28.93167
121992498,105.47167,28.93167
121992499,105.47167,28.93167
121992754,105.454153,28.930062
121992755,105.454153,28.930062
121993009,105.4204412,28.9373825
121993010,105.4204412,28.9373825
121993011,105.4204412,28.9373825
121993265,105.436392,28.907222
121993266,105.436392,28.907222
121993267,105.436392,28.907222
121993521,105.38116,29.1569
121993522,105.38116,29.1569
121993523,105.38116,29.1569
121993777,105.3264,29.15076
121993778,105.3264,29.15076
121993779,105.3264,29.15076
121994033,105.3763,29.15616
121994034,105.3763,29.15616
121994035,105.3763,29.15616
121994289,105.3349729,29.1542305
121994290,105.3349729,29.1542305
121994291,105.3349729,29.1542305
121994545,105.37022,29.14915
121994546,105.37022,29.14915
121994547,105.37022,29.14915
121994549,105.37022,29.14915
121994801,105.36882,29.16276
121994802,105.36882,29.16276
121994803,105.36882,29.16276
121995057,105.33801,29.1435
121995058,105.33801,29.1435
121995059,105.33801,29.1435
121995313,105.36896,29.15559
121995314,105.36896,29.15559
121995315,105.36896,29.15559
121995318,105.36896,29.15559
121995569,105.408653,29.114369
121995570,105.408653,29.114369
121995571,105.408653,29.114369
121995825,105.37155,29.15931
121995826,105.37155,29.15931
121995827,105.37155,29.15931
121995830,105.37155,29.15931
121996081,105.38426,29.15717
121996082,105.38426,29.15717
121996083,105.38426,29.15717
121996337,105.37137,29.15563
121996338,105.37137,29.15563
121996339,105.37137,29.15563
121996593,105.3632715,29.14993581
121996594,105.3632715,29.14993581
121996595,105.3632715,29.14993581
121996849,105.3548922,29.14815411
121996850,105.3548922,29.14815411
121996851,105.3548922,29.14815411
121997105,105.352233,29.146952
121997106,105.352233,29.146952
121997107,105.352233,29.146952
121997361,105.369368,29.143326
121997362,105.369368,29.143326
121997363,105.369368,29.143326
121997617,105.3773,29.1486
121997618,105.3773,29.1486
121997619,105.3773,29.1486
121997873,105.3714569,29.14255565
121997874,105.3714569,29.14255565
121998129,105.3886285,29.1246156
121998130,105.3886285,29.1246156
121998131,105.3886285,29.1246156
121998385,105.36649,29.14497
121998386,105.36649,29.14497
121998387,105.36649,29.14497
121998389,105.36649,29.14497
121998641,105.3646835,29.1576994
121998642,105.3646835,29.1576994
121998643,105.3646835,29.1576994
